s2_q3_baseline,s3_q6_a_7_baseline,s3_q6_a_9_baseline,s3_q6_9_baseline,forecast_ability_baseline,s6f_q4_baseline,s7_q16_baseline,inside_total_hrs_baseline,work_total_hrs_baseline,s9_q4_field_count_baseline,dem_q2_baseline,dem_q3_baseline,dem_q5_baseline,yrs_educ_formal_baseline,dem_q8_baseline,own_house_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s7_q2_baseline_r,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
52,0,0,0,1.2650055885314941,80,1,14,16,1,9,1,0,0,2,1,-0.06621140241622925,Private job with a salary,4,0,1,1,1,0,1,2,5,1,0,150,190,-40
42,0,0,0,0.9026047587394714,85,2,22,16,2,8,1,1,18,1,1,2.939340114593506,Earnings from trade,3,0,0,3,1,1,1,4,5,0,1,230,200,30
45,0,0,0,0.9273139238357544,70,2,22,15.5,1,10,1,1,16,3,1,2.1879522800445557,Private job with a salary,3,0,1,2,1,1,2,6,5,0,0,210,260,-50
50,0,0,0,0.910841166973114,70,2,22,15,2,10,0,1,12,1,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,220,260,-40
30,0,0,0,0.15339651703834534,80,1,23,16,1,6,0,1,5,1,0,-0.06621140241622925,Earnings from trade,3,0,1,1,1,0,1,2,4,1,0,200,250,-50
65,0,0,0,1.1826417446136475,80,2,13,11,1,2,1,0,16,1,1,2.1879522800445557,Current government job,3,0,0,4,1,1,1,2,3,0,1,195,180,15
60,0,0,0,0.16898295283317566,70,2,15,7,1,4,0,0,16,1,1,0.685176432132721,Current government job,3,0,0,4,1,1,1,4,4,0,1,242,219,23
36,0,0,0,1.1826417446136475,80,1,14,15,0,5,0,1,5,1,0,-0.8175992965698242,Daily labour,3,0,1,1,1,0,0,2,3,0,0,230,250,-20
36,0,0,0,1.1826417446136475,70,2,13,11,1,10,1,1,18,2,1,2.1879522800445557,Private job with a salary,2,0,1,4,1,1,2,4,5,0,0,236,258,-22
55,0,1,1,0.8604651093482971,90,1,14,15,1,10,0,0,0,3,1,-1.5689871311187744,Daily labour,3,0,0,1,1,0,2,3,5,0,1,160,140,20
48,0,0,0,0.935550332069397,70,2,15.5,13.5,1,6,0,1,9,1,0,-0.8175992965698242,Daily labour,3,0,0,2,1,0,1,2,5,0,1,230,200,30
47,0,0,0,1.1414598226547241,80,2,11,12,1,6,1,1,10,1,1,1.436564326286316,Earnings from trade,3,0,1,4,1,1,1,2,4,1,0,212,236,-24
24,0,0,0,0.20794905722141266,70,2,13,9,1,4,0,0,16,1,1,1.436564326286316,Private job with a salary,3,0,1,3,1,1,1,4,4,0,0,202,218,-16
44,0,0,0,0.16898295283317566,90,2,14,10,1,7,1,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,3,4,0,1,210,200,10
40,0,0,0,1.1332234144210815,80,2,20,13.5,2,1,1,1,18,2,1,1.436564326286316,Private job with a salary,3,0,1,2,1,1,2,4,5,0,0,220,250,-30
40,0,0,0,0.24691516160964966,90,2,13,12,1,5,0,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,3,0,1,235,216,19
45,0,0,0,0.4735938608646393,80,2,20,13.5,2,8,0,1,8,3,1,-0.8175992965698242,Private job with a salary,3,0,1,4,1,0,2,3,3,0,0,200,240,-40
60,0,0,0,0.2869522273540497,80,1,22,7.5,1,7,0,1,10,2,1,0.685176432132721,Earnings from trade,2,0,0,1,1,1,2,3,5,1,1,390,390,0
45,0,0,0,0.4942035675048828,70,2,14.5,16,1,8,0,1,10,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,1,1,210,200,10
28,0,0,0,0.4446311593055725,90,2,13.5,15,0,17,1,1,12,4,1,-1.5689871311187744,Daily labour,3,0,1,1,1,0,2,3,7,1,0,190,220,-30
25,0,0,0,0.42622819542884827,80,2,12,11,2,10,1,1,0,2,0,-0.06621140241622925,Daily labour,3,0,1,2,1,0,2,3,5,0,0,209,226,-17
40,0,0,0,0.5972520709037781,60,2,11,11,1,6,0,1,0,2,0,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,2,2,1,0,212,240,-28
40,0,1,1,0.08492203056812286,100,1,12.666666030883789,9,0,13,0,0,10,2,1,-0.8175992965698242,Earnings from trade,3,0,0,1,0,0,2,4,5,1,1,200,200,0
40,1,1,1,0.0789799615740776,100,1,11.5,10.5,0,7,0,0,18,1,1,-0.06621140241622925,Daily labour,3,0,0,1,0,0,1,2,4,1,1,70,70,0
27,0,0,0,0.32863616943359375,50,1,22,10,0,5,1,0,8,1,1,1.436564326286316,Earnings from trade,3,1,1,2,1,1,1,2,3,1,0,150,150,0
35,1,0,0,0.3032402992248535,80,1,23,11,0,6,0,1,0,1,1,0.685176432132721,Earnings from trade,2,0,0,4,1,1,1,2,3,1,1,300,300,0
40,0,1,1,0.30773550271987915,100,1,24,12.666666984558105,0,5,0,1,0,1,0,-0.06621140241622925,Earnings from trade,5,0,0,1,1,0,0,2,1,1,1,200,200,0
33,0,0,0,0.8721691370010376,100,1,22.5,10.5,0,9,1,1,18,2,1,2.939340114593506,Current government job,2,1,0,5,1,1,1,4,4,0,1,350,350,0
32,0,1,1,1.0179141759872437,60,1,14,14.5,0,7,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,2,4,1,0,170,200,-30
40,1,1,0,0.0789799615740776,90,2,23,10,1,6,0,1,10,1,1,1.436564326286316,Earnings from trade,2,0,0,4,1,1,1,2,3,0,1,200,200,0
42,0,0,0,0.3342134654521942,85,1,18,8,1,8,0,1,8,1,0,-0.06621140241622925,Current government job,3,0,1,2,1,0,1,2,4,0,0,250,290,-40
42,1,0,0,0.1086902841925621,80,2,13.666666984558105,10.833333015441895,0,5,0,1,0,1,1,0.685176432132721,Daily labour,2,0,1,3,1,0,1,2,3,0,0,200,200,0
26,0,0,0,0.26250159740448,80,1,13,15,1,4,0,1,10,2,1,-1.5689871311187744,Private job with a salary,3,0,1,1,0,0,0,2,5,0,0,230,260,-30
35,1,1,1,0.0789799615740776,100,1,12.5,9,0,4,0,0,16,1,1,-0.06621140241622925,Earnings from trade,3,0,1,1,0,0,1,2,3,1,0,250,250,0
35,1,1,1,0.30773550271987915,100,1,13.833333969116211,9.333333969116211,0,6,0,0,10,1,0,-0.8175992965698242,Earnings from trade,3,0,0,1,0,0,1,2,2,1,1,210,210,0
55,0,0,1,0.4494212865829468,70,2,21.16666603088379,8.833333015441895,0,8,0,0,10,2,0,-0.8175992965698242,Earnings from trade,3,1,0,2,1,0,2,2,3,1,1,390,390,0
45,0,1,1,0.04926963895559311,100,1,12,8.5,0,5,0,0,10,1,0,0.685176432132721,Earnings from trade,3,0,1,1,1,0,1,2,3,1,0,100,100,0
24,0,0,0,0.5972520709037781,70,2,14,11,2,3,0,0,12,2,1,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,3,3,1,0,200,218,-18
40,1,0,0,0.0789799615740776,90,1,13.5,10,0,8,1,1,8,2,0,0.685176432132721,Daily labour,3,0,1,3,1,0,1,3,5,1,0,250,250,0
48,1,1,1,0.8600906729698181,100,1,10,8.5,0,5,0,0,10,1,1,-0.8175992965698242,Daily labour,3,1,1,1,0,0,1,3,4,1,0,225,225,0
47,0,0,0,0.5045084357261658,85,1,19,13.5,2,10,0,1,10,1,1,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,2,4,0,0,180,210,-30
42,0,0,0,0.5642502903938293,80,1,21,13.5,2,9,0,1,8,1,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,185,220,-35
35,1,0,0,0.8117765784263611,90,4,23,12.5,0,6,0,1,8,1,1,0.685176432132721,Earnings from trade,2,1,0,4,1,1,1,3,3,0,1,250,250,0
26,0,0,0,0.08706596493721008,90,1,14,8,0,7,0,0,10,1,0,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,2,1,1,120,120,0
50,1,0,0,0.1384006142616272,80,2,22,11,0,12,1,1,0,2,1,1.436564326286316,Earnings from trade,2,0,0,4,1,1,1,4,5,1,1,300,300,0
21,0,0,0,0.3618178963661194,80,1,12.5,17,0,8,0,0,10,2,1,-0.06621140241622925,Private job with a salary,3,0,1,1,1,0,1,2,5,1,0,200,230,-30
45,1,0,0,0.04926963895559311,80,4,23,11.5,0,5,0,0,0,2,1,1.436564326286316,Earnings from trade,3,0,1,2,1,1,1,2,3,1,0,250,250,0
23,0,0,0,0.5182428956031799,90,1,13,16,0,4,0,0,10,1,1,-1.5689871311187744,Private job with a salary,3,0,1,2,0,0,0,2,3,0,0,160,200,-40
32,1,1,1,0.3032402992248535,100,1,13.833333969116211,7.833333492279053,0,3,0,0,10,1,1,-0.8175992965698242,Daily labour,3,0,0,1,0,0,1,2,2,1,1,300,300,0
34,0,0,0,0.415620893239975,50,1,24,9,0,14,0,1,10,4,1,-0.06621140241622925,Earnings from trade,3,0,0,2,1,0,2,2,3,1,1,320,320,0
25,0,0,0,0.3618178963661194,90,2,11,12,2,6,0,0,16,3,1,-0.8175992965698242,Earnings from trade,3,0,1,3,1,0,2,3,4,0,0,210,230,-20
23,0,0,0,0.32571640610694885,70,2,14,10.5,0,6,0,0,5,2,1,0.685176432132721,Daily labour,3,0,1,5,1,1,1,3,3,0,0,350,350,0
31,0,0,0,0.4942035675048828,75,1,20,15,1,6,0,1,2,1,0,-0.06621140241622925,Daily labour,4,0,1,2,1,0,1,2,3,0,0,210,250,-40
63,0,0,1,0.5954298377037048,50,2,16,6.5,0,13,0,1,6,3,1,-0.8175992965698242,Daily labour,3,0,1,3,1,0,3,3,3,1,0,380,380,0
26,0,1,1,0.4446311593055725,70,1,14.5,15,0,6,0,0,10,3,0,-0.06621140241622925,Private job with a salary,3,0,1,1,1,0,1,3,5,0,0,150,190,-40
24,0,0,0,1.1249871253967285,75,2,21,16,1,5,0,1,8,2,0,-0.06621140241622925,Private job with a salary,3,0,0,3,1,0,1,2,2,0,1,290,250,40
35,0,0,0,0.46303409337997437,70,2,14.5,16,1,5,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,4,1,1,180,150,30
24,0,0,0,0.4722355604171753,90,2,12,12,2,7,0,0,12,2,1,-0.06621140241622925,Private job with a salary,3,0,0,3,1,0,1,3,3,0,1,249,216,33
35,0,0,0,0.13001686334609985,70,2,13,9,1,9,0,1,5,1,0,0.685176432132721,Daily labour,3,0,1,3,1,0,1,2,3,1,0,189,203,-14
40,0,0,0,0.7003005743026733,70,2,21,15,1,13,0,1,16,2,1,-0.8175992965698242,Earnings from trade,3,0,0,3,1,0,1,4,5,0,1,230,200,30
40,0,0,0,0.6487763524055481,90,2,12,10,1,9,0,1,12,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,0,2,3,0,1,216,200,16
62,0,0,0,0.2882061302661896,75,1,16,9.5,2,14,0,0,8,2,1,-0.06621140241622925,Pension - Government,3,0,1,4,1,0,1,2,4,0,0,220,260,-40
40,0,1,1,1.2238236665725708,90,1,22.5,16,1,6,1,1,5,1,1,-0.8175992965698242,Earnings from trade,3,0,0,3,1,0,0,2,3,1,1,170,150,20
29,0,1,1,0.3618178963661194,80,1,15,16,0,5,1,1,0,1,1,-1.5689871311187744,Daily labour,3,0,1,1,0,0,0,2,5,1,0,230,260,-30
35,0,0,0,0.5366458892822266,90,2,21.16666603088379,14.666666030883789,1,5,0,1,2,1,0,-0.06621140241622925,Daily labour,3,0,1,3,1,0,0,1,2,0,0,210,250,-40
35,0,0,0,0.6487763524055481,80,2,15,16,1,5,0,1,8,1,1,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,2,0,0,225,253,-28
50,1,1,1,0.8721691370010376,100,1,10.5,8.5,0,8,0,0,10,2,1,-0.06621140241622925,Daily labour,3,1,1,1,0,1,1,4,3,1,0,150,150,0
45,0,0,0,0.4722355604171753,90,2,15,8,1,13,1,1,10,2,1,-0.8175992965698242,Current government job,3,0,0,4,1,0,2,3,4,0,1,218,200,18
23,0,0,0,0.4494212865829468,80,1,24,9,0,8,0,0,8,1,1,2.939340114593506,Daily labour,2,1,1,1,1,1,1,2,3,1,0,50,50,0
46,0,0,0,0.7209103107452393,80,2,12.5,14.5,1,7,0,1,3,2,0,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,220,270,-50
35,0,0,0,0.6305989623069763,60,2,16.5,7,0,4,0,1,0,1,1,-0.06621140241622925,Daily labour,3,1,1,3,1,0,1,1,2,1,0,350,350,0
25,0,0,0,0.2807641625404358,90,1,13.5,11,0,9,1,1,5,2,1,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,1,0,200,200,0
60,0,0,0,0.1086902841925621,60,2,23.5,6,1,8,1,1,0,2,1,1.436564326286316,Earnings from trade,3,0,1,3,1,1,2,3,5,1,0,300,300,0
35,1,1,1,0.1086902841925621,100,1,12,9.5,0,3,0,0,18,1,1,1.436564326286316,Earnings from trade,3,0,1,4,1,0,1,2,3,1,0,300,300,0
40,0,0,0,0.22753159701824188,50,1,22,8,0,12,1,1,12,3,0,0.685176432132721,Earnings from trade,3,0,1,2,1,0,3,3,4,1,0,100,100,0
65,0,0,0,0.9034760594367981,80,2,17,7,1,8,1,1,12,2,1,-0.8175992965698242,Daily labour,3,0,1,4,1,0,2,3,3,0,0,212,231,-19
40,0,0,0,0.46057313680648804,80,2,14,9,0,7,0,1,8,1,0,-0.06621140241622925,Daily labour,3,0,0,2,1,0,1,2,2,1,1,390,390,0
48,0,0,1,0.6305989623069763,60,1,23.5,8.5,1,5,0,1,10,1,1,2.1879522800445557,Private job with a salary,3,1,0,2,1,1,1,2,4,1,1,150,150,0
21,0,0,0,0.3032402992248535,90,2,21.5,11,0,10,0,1,10,2,1,0.685176432132721,Earnings from trade,3,0,0,4,1,1,1,3,3,0,1,200,200,0
48,0,1,1,1.3194303512573242,80,2,21,13,1,4,0,0,0,1,1,-0.8175992965698242,Earnings from trade,4,0,1,1,1,0,0,2,4,1,0,170,200,-30
22,0,0,0,0.8117765784263611,85,1,23,11,0,7,1,1,8,1,1,0.685176432132721,Earnings from trade,3,1,0,5,1,1,1,2,4,0,1,200,200,0
57,0,0,0,1.3194303512573242,80,2,18,11,2,13,0,1,5,3,1,-1.5689871311187744,Earnings from trade,3,0,0,4,1,0,2,3,5,0,1,218,200,18
25,0,0,0,1.3194303512573242,75,1,8,16.5,1,5,0,1,3,1,1,0.685176432132721,Daily labour,3,0,0,1,1,0,1,3,3,0,1,260,210,50
30,1,1,1,0.8721691370010376,100,1,12,9.5,0,6,0,0,10,1,0,-0.8175992965698242,Earnings from trade,3,1,1,1,0,0,1,2,3,1,0,100,100,0
45,0,0,0,0.7513840794563293,80,1,23,11,0,5,0,1,8,1,1,0.685176432132721,Earnings from trade,3,1,1,3,1,1,1,3,4,0,0,250,250,0
25,0,0,0,0.8117765784263611,80,2,13,9,2,10,0,1,16,2,1,2.939340114593506,Private job with a salary,2,0,1,3,1,1,2,5,6,0,0,210,236,-26
35,1,0,0,0.9325616955757141,90,4,22.33333396911621,11.666666984558105,0,6,0,1,10,2,1,0.685176432132721,Earnings from trade,2,1,0,4,1,1,1,3,4,1,1,150,150,0
41,0,0,0,1.5228891372680664,90,2,23,13,0,8,1,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,1,1,0,1,2,4,0,1,150,130,20
25,0,0,0,1.3601220846176147,80,1,20,15.5,2,10,0,1,10,4,1,-1.5689871311187744,Earnings from trade,3,0,1,2,1,0,3,5,6,0,0,200,230,-30
35,1,0,0,0.9325616955757141,100,2,13,7.5,0,7,0,0,8,1,1,-0.8175992965698242,Daily labour,3,1,0,1,0,0,1,2,2,1,1,300,300,0
50,1,0,0,0.9325616955757141,90,2,23,13,0,9,1,1,5,3,1,0.685176432132721,Earnings from trade,3,1,0,4,1,1,1,3,4,1,1,350,350,0
42,0,0,0,0.4722355604171753,90,2,13,9,1,7,0,1,0,1,1,-0.06621140241622925,Daily labour,3,0,0,3,1,0,1,3,3,0,1,219,200,19
19,0,0,0,0.32863616943359375,60,1,18.5,5.5,0,6,0,0,12,1,1,3.690727949142456,Private job with a salary,2,1,0,1,1,1,1,2,4,1,1,350,350,0
42,1,0,0,0.8721691370010376,100,2,14,8.5,0,8,0,0,10,2,1,-0.8175992965698242,Earnings from trade,4,1,1,1,0,0,1,3,3,1,0,275,275,0
40,0,0,0,0.9601753354072571,80,1,20.166667938232422,14.166667938232422,1,6,1,1,10,1,1,0.685176432132721,Private job with a salary,3,0,0,3,1,1,1,2,3,0,1,250,220,30
58,0,1,1,1.3601220846176147,75,1,21,13,0,17,0,1,2,5,1,-0.8175992965698242,Earnings from trade,3,0,1,3,1,0,3,3,6,1,0,180,220,-40
30,0,0,1,0.943975567817688,85,2,21,13.5,1,2,0,0,16,1,1,-0.06621140241622925,Private job with a salary,3,0,1,2,1,0,1,2,3,0,0,250,285,-35
43,1,1,1,0.32571640610694885,100,1,15,8,0,4,0,0,12,1,0,-1.5689871311187744,Current government job,3,0,0,1,0,0,1,2,2,1,1,100,100,0
24,0,1,1,0.8721691370010376,100,1,10.5,8.5,0,5,0,0,7,1,1,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,4,1,1,300,300,0
52,0,0,0,0.6547559499740601,75,2,20.5,14,2,12,0,1,5,3,1,1.436564326286316,Current government job,3,0,1,3,1,1,2,5,5,0,0,250,290,-40
36,0,0,0,1.4821974039077759,70,1,16,12,1,6,1,1,4,1,1,-0.8175992965698242,Daily labour,3,0,0,4,1,0,2,2,2,0,1,200,186,14
62,0,0,0,1.065474033355713,75,1,22,14.5,2,4,1,0,12,1,1,0.685176432132721,Earnings from industry,3,0,0,4,1,0,1,3,4,0,1,270,240,30
49,1,1,1,0.8600906729698181,100,1,12,8.5,0,8,0,0,10,2,1,-0.8175992965698242,Current government job,3,1,1,1,0,0,1,4,3,1,0,285,285,0
45,0,0,0,0.5182428956031799,80,1,16,16,1,5,0,0,12,1,1,-0.06621140241622925,Current government job,3,0,1,2,1,0,1,2,4,0,0,150,170,-20
42,0,0,0,0.3986237943172455,80,2,15,15,1,7,1,1,8,1,1,-0.06621140241622925,Daily labour,3,0,0,1,1,0,1,2,3,1,1,230,180,50
45,1,1,1,0.3032402992248535,100,1,12,9.5,0,6,0,0,8,1,0,0.685176432132721,Daily labour,4,0,0,1,1,0,1,2,1,1,1,140,140,0
61,0,0,0,0.8117765784263611,90,2,14,10,1,5,0,1,10,1,1,1.436564326286316,Private job with a salary,3,0,1,4,1,1,1,3,4,1,0,200,225,-25
29,0,0,0,1.065474033355713,85,2,20,13.5,1,3,0,1,12,1,0,-0.8175992965698242,Daily labour,3,0,0,3,1,0,0,2,2,0,1,235,200,35
35,0,0,0,0.9084047079086304,80,1,13,11,0,7,1,1,12,1,1,-0.06621140241622925,Daily labour,3,1,0,4,1,0,1,2,4,0,1,380,380,0
50,1,1,1,0.9325616955757141,100,1,14,9,0,4,0,0,0,1,1,-0.8175992965698242,Earnings from trade,3,1,1,1,0,0,1,2,2,1,0,380,380,0
45,0,0,0,0.8721691370010376,80,1,22.5,10.5,0,8,1,0,12,2,1,0.685176432132721,Current government job,2,1,0,3,1,1,1,3,4,0,1,200,200,0
42,0,0,0,0.5458473563194275,80,2,20,13.5,2,3,0,0,3,2,1,-0.06621140241622925,Daily labour,4,0,0,3,1,0,0,1,2,0,1,210,180,30
50,0,0,0,0.7513840794563293,70,2,15,9,1,7,0,0,10,2,1,2.1879522800445557,Daily labour,3,1,1,2,1,1,0,0,3,1,0,200,200,0
35,0,1,1,0.8117765784263611,100,1,12.5,9.5,1,6,0,0,12,1,0,0.685176432132721,Earnings from trade,3,1,1,1,1,0,1,2,3,1,0,130,130,0
47,0,0,0,0.8721691370010376,80,2,11,11,1,6,0,1,5,1,1,0.685176432132721,Private job with a salary,3,0,0,3,1,1,2,4,4,0,1,242,224,18
42,0,0,0,0.28975462913513184,90,4,22.5,11.5,1,6,0,1,0,2,0,-0.06621140241622925,Private job with a salary,2,0,1,4,1,0,1,2,4,1,0,150,150,0
28,0,0,0,0.4494212865829468,50,1,24,9,0,10,0,0,16,3,1,2.1879522800445557,Earnings from trade,2,1,1,1,1,1,1,2,5,1,0,270,270,0
59,1,1,1,0.8117765784263611,100,1,11,8.5,0,6,0,0,10,1,0,-0.06621140241622925,Earnings from trade,3,1,1,1,1,0,1,2,3,1,0,270,270,0
25,0,0,0,0.9844750761985779,70,2,13,11,2,9,1,1,16,2,1,-0.8175992965698242,Private job with a salary,3,0,0,3,1,0,2,4,5,0,1,205,186,19
44,0,0,0,0.40579354763031006,70,1,20,8,1,7,0,1,16,2,1,1.436564326286316,Earnings from trade,2,0,0,1,1,1,2,3,4,1,1,320,320,0
48,0,0,0,0.862976610660553,70,2,15,8,1,6,0,1,12,1,0,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,2,2,4,0,0,200,238,-38
27,0,0,0,1.0249745845794678,80,2,13,10,1,7,1,1,12,3,1,-0.8175992965698242,Earnings from trade,3,0,0,4,1,0,2,3,4,0,1,255,219,36
50,0,1,1,0.46303409337997437,90,1,12.5,15,1,5,0,0,5,2,1,-0.8175992965698242,Daily labour,3,0,0,2,0,0,1,2,3,0,1,200,160,40
32,0,0,0,0.7513840794563293,90,4,23,13.5,0,7,0,1,8,1,1,0.685176432132721,Earnings from trade,2,1,0,5,1,1,1,2,4,0,1,150,150,0
70,0,1,1,0.4722355604171753,90,1,15,16,0,18,0,1,0,3,1,-2.3203749656677246,Daily labour,3,0,1,1,1,0,2,3,7,1,0,200,240,-40
60,1,0,0,0.9929542541503906,90,2,22.5,11,0,7,1,1,10,2,1,0.685176432132721,Earnings from trade,3,1,1,4,1,1,1,3,3,0,0,200,200,0
22,0,0,0,0.5504776239395142,80,1,21.5,8.5,0,10,0,1,9,2,0,0.685176432132721,Private job with a salary,3,0,1,4,1,0,1,1,3,1,0,250,250,0
32,0,0,0,0.6909915208816528,95,2,21,13.5,1,7,1,1,18,1,0,1.436564326286316,Private job with a salary,3,0,0,4,1,1,1,3,4,0,1,270,240,30
29,0,0,0,0.1681109368801117,90,2,21,10,0,4,1,1,5,1,1,-0.06621140241622925,Earnings from trade,3,0,0,2,1,0,1,1,3,1,1,370,370,0
150,0,0,1,0.5702064037322998,50,2,24,10,1,7,0,1,10,2,1,2.1879522800445557,Earnings from trade,2,1,1,2,1,1,1,2,3,1,0,130,130,0
45,0,0,1,1.4415055513381958,90,2,21.5,14,2,4,0,0,2,1,1,-0.06621140241622925,Daily labour,3,0,1,4,1,0,1,2,3,0,0,175,200,-25
25,1,0,0,0.0731707289814949,50,2,24,8.5,0,7,0,1,12,2,1,-0.06621140241622925,Earnings from trade,2,1,1,4,1,1,2,2,3,1,0,120,120,0
35,0,0,1,1.4821974039077759,85,2,21.5,14,1,5,1,1,9,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,2,0,1,200,175,25
45,1,1,1,0.46341463923454285,100,1,14,5.5,0,7,0,0,8,1,1,-0.8175992965698242,Daily labour,3,0,1,1,0,0,1,3,2,1,0,310,310,0
35,0,0,0,0.9929542541503906,80,2,22,14.5,2,8,0,1,16,2,1,2.1879522800445557,Earnings from trade,3,0,0,4,1,2,1,3,4,0,1,280,250,30
24,0,0,0,0.6487763524055481,95,4,22,11.5,0,5,1,1,12,1,1,0.685176432132721,Private job with a salary,3,1,1,5,1,1,1,2,2,0,0,200,200,0
29,0,0,0,0.2881065309047699,60,2,13,10,0,6,0,1,12,1,1,-0.8175992965698242,Daily labour,3,0,1,2,1,0,1,2,2,1,0,180,180,0
55,1,1,1,0.5972520709037781,100,1,14.5,9,0,4,0,0,8,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,4,1,1,50,50,0
40,0,0,0,0.13353373110294342,70,1,21.5,8.5,0,6,0,1,12,1,0,1.436564326286316,Current government job,3,1,1,1,1,1,1,2,3,1,0,100,100,0
42,0,0,0,0.8721691370010376,70,2,14,11,1,2,0,0,16,1,1,1.436564326286316,Private job with a salary,3,0,0,4,1,1,1,2,4,0,1,235,219,16
19,0,0,0,0.13353373110294342,80,1,15,9,0,4,0,0,10,1,1,2.1879522800445557,Earnings from trade,2,0,1,2,1,1,1,2,3,1,0,230,230,0
57,0,0,0,0.7513840794563293,90,2,20,13.5,2,5,1,0,10,2,1,1.436564326286316,Private job with a salary,3,0,1,2,1,1,2,2,4,0,0,200,240,-40
40,1,0,0,0.5609756112098694,90,4,14,11,0,7,0,1,0,2,1,-0.06621140241622925,Daily labour,4,1,0,4,1,0,1,3,3,1,1,350,350,0
30,0,0,0,1.2787384986877441,90,2,14,12,1,5,0,1,10,1,0,-0.06621140241622925,Daily labour,3,0,0,5,1,0,1,2,2,0,1,218,200,18
35,1,0,0,0.5121951103210449,80,2,14,11.5,0,9,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,1,3,1,0,1,2,3,0,0,200,200,0
35,1,1,1,0.5972520709037781,100,1,11.5,11,0,4,0,0,10,1,0,-0.8175992965698242,Daily labour,4,1,1,1,0,0,1,2,3,1,0,50,50,0
40,0,0,0,0.03048521652817726,75,2,15,8,0,10,0,1,10,2,1,-0.8175992965698242,Daily labour,3,0,1,3,1,0,2,3,3,1,0,220,220,0
40,0,0,0,1.053346872329712,85,1,20,14.5,1,6,0,1,16,1,0,1.436564326286316,Earnings from trade,3,0,1,3,1,1,1,3,4,0,0,210,250,-40
40,0,1,1,0.6487763524055481,100,1,12,9.5,0,4,0,0,0,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,4,1,1,380,380,0
40,1,0,0,0.5609756112098694,90,4,14,10.5,0,9,0,1,0,2,0,-0.8175992965698242,Daily labour,3,0,1,4,0,0,1,2,4,1,0,350,350,0
35,1,0,0,0.4146341383457184,90,4,13.5,11,0,4,0,1,0,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,0,1,370,370,0
35,0,0,0,0.6097561120986938,95,1,12.5,12,0,4,0,1,16,1,0,0.685176432132721,Earnings from trade,2,0,1,4,1,1,1,2,3,0,0,250,250,0
45,0,0,0,0.33963078260421753,60,2,14,9,1,4,0,1,10,1,1,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,3,1,1,150,150,0
26,0,0,0,0.2195121943950653,80,1,24,10,0,7,1,0,12,2,1,-0.06621140241622925,Earnings from trade,2,1,0,4,1,0,2,2,3,1,1,250,250,0
42,1,1,1,0.607556939125061,100,1,11.5,9,0,5,0,0,16,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,3,1,1,100,100,0
30,1,1,1,0.5869472026824951,100,1,11.5,10,0,4,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,1,1,1,0,1,1,2,3,1,0,55,55,0
22,0,1,0,0.46341463923454285,90,1,13.5,11,0,3,0,1,10,1,0,-0.06621140241622925,Daily labour,4,1,1,4,1,0,1,2,2,1,0,100,100,0
43,0,0,0,0.4426792860031128,60,1,16,7,0,6,1,0,10,1,1,1.436564326286316,Private job with a salary,2,0,0,3,1,1,1,3,5,1,1,120,120,0
49,0,0,0,0.8480121493339539,90,2,12,11,1,5,0,1,12,1,1,2.1879522800445557,Private job with a salary,2,0,0,3,1,1,1,2,4,0,1,258,236,22
55,0,1,1,0.6487763524055481,100,1,11,9.5,0,4,0,0,9,1,1,-0.8175992965698242,Daily labour,3,1,0,1,0,0,1,2,3,1,1,120,120,0
